location_id,location_name
15599,Vietnam
15603,Tyrkiet
15607,De franske besiddelser i Det Sydlige Indiske Ocean
15611,Heard Island og McDonald Islands
15615,Det britiske territorium i Det Indiske Ocean
15619,Maldiverne
15623,Mauritius
15627,South Georgia og South Sandwich Islands
15631,St. Helena
15635,Antarktis
15639,Amerikansk Samoa
15643,Seychellerne
15647,Cookøerne
15651,Fiji
15655,Mikronesiens Forenede Stater
15659,Australien
15663,Guam
15667,Nordmarianerne
15671,Kiribati
15675,Marshalløerne
15679,Ny Kaledonien
15683,Norfolk Island
15687,Niue
15691,Nauru
15695,Pitcairn
15699,Palau
15703,New Zealand
15707,Fransk Polynesien
15711,Tonga
15715,Salomonøerne
15719,Papua Ny Guinea
15723,Tuvalu
15727,Wallis og Futuna
15731,Samoa
15735,Vanuatu
15739,Åland
15743,Albanien
15747,Andorra
15751,Bulgarien
15755,Østrig
15759,Belgien
15763,Bosnien-Hercegovina
15767,Schweiz
15771,Hviderusland
15775,Tjekkiet
15779,Tyskland
15783,Estland
15787,Finland
15791,Frankrig
15795,Spanien
15799,Færøerne
15803,Guernsey
15807,Gibraltar
15811,Kroatien
15815,Storbritannien
15819,Grækenland
15823,Ungarn
15827,Isle of Man
15831,Irland
15835,Island
15839,Jersey
15843,Italien
15847,Kosovo
15851,Liechtenstein
15855,Litauen
15859,Luxembourg
15863,Letland
15867,Monaco
15871,Makedonien
15875,Malta
15879,Moldova
15883,Montenegro
15887,Holland
15891,Polen
15895,Rumænien
15899,Portugal
15903,San Marino
15907,Serbien
15911,Slovakiet
15915,Slovenien
15919,Ukraine
15923,Rusland
15927,Vatikanstaten
15931,Angola
15935,Burundi
15939,Benin
15943,Burkina Faso
15947,Botswana
15951,Den Centralafrikanske Republik
15955,Cameroun
15959,Congo-Kinshasa
15963,Elfenbenskysten
15967,Comorerne
15971,Congo-Brazzaville
15975,Djibouti
15979,Kap Verde
15983,Algeriet
15987,Egypten
15991,Eritrea
15995,Gabon
15999,Etiopien
16003,Ghana
16007,Guinea
16011,Guinea-Bissau
16015,Ækvatorialguinea
16019,Gambia
16023,Kenya
16027,Liberia
16031,Lesotho
16035,Marokko
16039,Libyen
16043,Madagaskar
16047,Mali
16051,Mauretanien
16055,Mozambique
16059,Namibia
16063,Malawi
16067,Nigeria
16071,Niger
16075,Rwanda
16079,Vestsahara
16083,Sudan
16087,Senegal
16091,Sydsudan
16095,Sierra Leone
16099,São Tomé og Príncipe
16103,Swaziland
16107,Somalia
16111,Togo
16115,Tchad
16119,Tunesien
16123,Uganda
16127,Tanzania
16131,Zimbabwe
16135,Sydafrika
16139,Zambia
16147,Sverige
16148,Norge
16149,Skåne
16150,Skandinavien
16151,Norden
16152,Den Europæiske Union
16153,Europæisk Økonomisk Samarbejdsområde
16154,Europa
